CD1,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90
69707.97899999999,34565.94,50393.502,30472.605,43025.498999999996,74043.882,59853.653999999995,35596.854,63977.310000000005,37658.682,11097.486,32352.506999999998,21224.7,34687.223999999995,14917.931999999999,22740.75,33080.211,31685.444999999996,34656.903,47482.686,22680.108,32625.395999999997,34960.113,25105.787999999997,11794.869,49180.662,32170.581,36809.694,25105.787999999997,31503.519,15706.277999999998,72436.869,29805.542999999998,49969.008,22649.787,16009.488,50605.749,27895.319999999996,20375.712,9338.868,14493.438,23771.664,52030.835999999996,7458.965999999999,19162.872,31958.333999999995,53577.207,44935.722,29684.259,49332.267,9999999.0,43540.956,46633.698000000004,44389.944,37719.324,27016.011,27895.319999999996,12856.104,48877.452000000005,25166.43,51090.885,54001.700999999994,19466.082,30078.432,46148.562,58610.492999999995,42085.548,36840.015,43480.314,15857.883000000002,44571.869999999995,47058.191999999995,21285.341999999997,32746.68,30806.136,41570.091,57518.937,72770.4,18344.204999999998,35839.422,38022.534,28289.493,25378.676999999996,43025.498999999996,16555.266,17404.254,55911.924,49241.304,48028.464,36506.484,11734.227
93934.458,38204.46,85111.04699999999,14887.611,77773.36499999999,108761.427,94601.51999999999,59398.839,34929.792,61460.666999999994,56639.628,40175.325,63643.778999999995,20406.033,58822.73999999999,25348.355999999996,9399.51,24984.504,10430.423999999999,19102.23,59702.049,56851.875,14250.87,27713.394,39326.337,40448.214,33262.137,28077.246,17646.822,55729.99799999999,27410.183999999997,107154.414,36172.953,23983.911,25772.85,43207.424999999996,12583.215,20982.131999999998,34535.619,32777.001000000004,46482.093,60793.605,22255.613999999998,45572.462999999996,40539.176999999996,12734.82,13310.918999999998,79653.26699999999,11643.264,73558.746,42358.437,9999999.0,37901.25,35657.496,28198.530000000002,27319.220999999998,20193.786,39477.941999999995,70647.93,21406.625999999997,10763.955,78228.18,43025.498999999996,70435.683,22771.071,18344.204999999998,76803.093,60642.0,22589.145,55214.541,27834.678,71284.671,62612.86499999999,34020.162000000004,62006.44499999999,45845.352,17222.327999999998,107487.945,45996.956999999995,18253.242,29290.086,65311.433999999994,62400.617999999995,34293.051,40599.819,26167.023,47179.476,29320.407,18980.946,37779.966,55972.566
112278.663,59429.16,89962.407,42297.795,82624.72499999999,113612.787,99422.559,78137.21699999999,53092.071,80229.366,50575.428,61400.025,48847.130999999994,55396.467,45208.611,28532.060999999998,38356.065,52394.688,29290.086,54032.022,62249.013,75196.08,29320.407,23953.59,37689.003,7519.608,54486.83699999999,13947.659999999998,45057.005999999994,74074.203,39993.399,112005.77399999999,57397.653,58883.382000000005,28895.912999999997,33292.458,38325.744,20072.502,56397.060000000005,41721.695999999996,58246.641,63370.88999999999,57185.405999999995,44208.018,59580.76499999999,33716.952,48210.39,84504.62700000001,31837.05,91902.95099999999,47876.859,38174.138999999996,9999999.0,7762.1759999999995,14068.944,51272.811,29259.765,54911.331,88446.357,25105.787999999997,45724.068,96572.385,63946.988999999994,60369.111,57700.863000000005,53243.67599999999,81654.453,71618.202,24014.232,55426.788,22346.577,89628.87599999999,48907.772999999994,17889.39,70375.041,67070.052,52152.119999999995,112339.305,68616.423,23498.774999999998,9642.078,56215.134,55972.566,7186.077,33292.458,41691.375,14311.511999999999,66372.669,34444.655999999995,20042.181,51212.169
109034.316,56184.813,86718.06,39053.448000000004,79380.378,110368.43999999999,96178.212,74892.87,47725.254,76985.019,47331.081,58155.678,45602.784,52152.119999999995,41964.263999999996,25287.714,35111.718,49150.341,26045.738999999998,50787.674999999996,59004.666,71951.733,22285.934999999998,20709.243,34444.655999999995,5002.964999999999,51242.48999999999,10036.251,41812.659,70829.856,36749.051999999996,108761.427,54153.306,55639.035,25651.566000000003,30048.111,26409.591,16828.155,53152.713,38477.348999999995,55002.294,60126.54299999999,53941.058999999994,40963.670999999995,56336.41799999999,30472.605,44966.043,81260.28,28592.702999999998,88658.60399999999,44632.512,34929.792,8216.991,9999999.0,10369.782,48028.464,26015.417999999998,51666.984,85202.01,21861.441,42479.721,93328.038,60702.642,57124.763999999996,54456.516,49999.32899999999,78410.106,68373.855,12098.079,52182.441,16949.439,86384.529,45663.426,20315.07,67130.694,63795.384,48907.772999999994,109094.95799999998,65372.075999999994,15433.389,8762.769,52970.787,52728.219,1546.3709999999999,30048.111,38447.028,15008.895,63128.322,22528.502999999997,18040.995,47967.822
103061.079,50211.575999999994,80744.82299999999,31230.63,73407.141,104395.203,90235.296,68919.633,38083.176,71011.782,41357.844,52182.441,39629.547,44329.301999999996,35991.026999999995,19314.477,27288.899999999998,41297.202,18222.921,42934.536,53031.429,65978.496,15827.561999999998,14766.327,28471.419,13492.845,45269.253,606.42,33959.52,64856.619,30775.815,102788.18999999999,48180.069,47816.217,19708.649999999998,24074.874,26015.417999999998,9005.337,47179.476,32504.112,49029.057,54153.306,46087.92,34990.433999999994,50363.181,22619.466,37143.225,75287.04299999999,20739.564,82685.367,38659.275,27106.974,13219.956,8702.127,9999999.0,43631.919,18162.279,45693.747,79259.094,14008.302,34626.582,87354.80099999999,54729.405,51181.848,46603.37699999999,42176.511,72436.869,62400.617999999995,11703.905999999999,46209.204,15130.179,80411.292,39720.509999999995,14341.833,61157.457,57852.46799999999,41054.634,103121.72099999999,59398.839,10945.881,5488.101,47027.871,46754.981999999996,7337.682,24074.874,32473.791,22710.429,55275.183,22134.329999999998,18101.637,42024.905999999995
76621.167,16009.488,67797.756,13250.277,60460.074,91448.136,77288.22899999999,42085.548,48210.39,44147.376,42358.437,17010.081000000002,49362.588,13007.708999999999,44541.549,29320.407,15857.883000000002,15221.141999999998,26925.048000000003,24196.158,48786.489,39538.583999999995,28623.023999999998,28228.851000000002,28380.456,53607.528,11067.164999999999,41236.56,8641.485,38416.707,12067.758,89841.12299999999,13007.708999999999,26652.158999999996,25590.924,32261.544,33110.532,32352.506999999998,16070.13,21831.12,29168.801999999996,49878.045,28713.987,34626.582,17373.933,24135.516,36081.99,62339.975999999995,16737.192,56245.455,28744.308,24226.479,51060.564,48816.810000000005,42146.19,9999999.0,25530.282,24347.763,53334.638999999996,29441.691000000003,33595.668,60914.888999999996,19860.254999999997,53728.812,22831.713,35202.681,59489.802,43328.708999999995,35445.248999999996,40933.35,37961.892,53971.38,48331.674,37173.545999999995,44693.154,23650.379999999997,40023.719999999994,90174.654,28683.666,31109.345999999998,42419.079,54395.874,51485.058,47452.365,29623.617,12128.4,60308.469,25954.776,33049.89,40933.35,41691.375
86505.813,31928.012999999995,71527.239,13401.882,64159.236,95177.619,80987.391,52364.367,49726.439999999995,54426.195,32140.26,33898.878,39538.583999999995,25014.825,35960.706,9369.188999999998,12977.388,22013.046,11491.659,36203.274,45329.895,49392.90899999999,12916.746,11734.227,19496.403,33140.852999999996,26985.69,20800.206000000002,15463.71,48271.032,12522.572999999999,93570.606,29896.505999999998,40296.609,9793.682999999999,23407.811999999998,27410.183999999997,11218.77,26591.516999999996,14220.549,32928.606,46421.451,39356.658,25772.85,32807.322,9793.682999999999,30411.962999999996,66069.459,10036.251,66099.78,22558.824,20375.712,30593.889,28350.135,21709.836,25105.787999999997,9999999.0,25105.787999999997,63643.778999999995,6519.014999999999,27895.319999999996,70769.21399999999,37143.225,51181.848,36476.163,35445.248999999996,63219.285,53607.528,19375.119,40842.387,21922.083000000002,63825.705,39599.226,19405.44,51909.552,39568.905,34323.372,93904.13699999999,36779.373,15069.536999999998,21982.725,50939.28,48028.464,26985.69,20769.885,11794.869,39872.115,39568.905,33777.594,23165.244,32777.001000000004
68404.17599999999,29835.863999999998,59580.76499999999,27440.505,52243.083,83231.14499999999,69071.238,33868.557,65614.644,35930.384999999995,34141.445999999996,27622.430999999997,41145.597,31655.123999999996,36324.558,29108.16,30017.79,28623.023999999998,28380.456,44420.265,40569.498,31321.593,33444.062999999995,30048.111,21012.452999999998,55396.467,27470.826,43025.498999999996,20254.428,30199.716,17404.254,81624.132,25075.466999999997,46906.587,27379.862999999998,28592.702999999998,43298.388,34141.445999999996,11431.017,15008.895,20951.811,41661.054,48968.41499999999,25287.714,14432.795999999998,25590.924,46269.846,54122.985,23316.849000000002,48028.464,19344.798,36233.594999999994,52849.503,50605.749,43935.129,22285.934999999998,24165.837,9999999.0,45117.648,31533.84,43783.524,52697.897999999994,18799.02,45511.820999999996,43086.141,51303.132000000005,51272.811,35111.718,42449.4,32716.358999999997,44966.043,45754.388999999996,40114.683,38962.485,36476.163,36840.015,50211.575999999994,81957.663,20466.675,38113.497,44238.339,46178.883,43268.066999999995,49241.304,25803.171,15039.216,62127.72899999999,46209.204,49665.797999999995,42722.289,33474.384
75287.04299999999,57518.937,23043.96,59793.011999999995,21103.416,44117.055,29926.826999999997,15736.599,94753.125,28835.270999999997,45663.426,55335.825,52697.897999999994,62976.717,47876.859,67009.41,62400.617999999995,61763.877,71466.597,74165.166,35536.212,38204.46,79259.094,69374.44799999999,56063.528999999995,93449.322,55153.899000000005,81108.675,57337.011,28501.74,54517.158,42510.041999999994,52788.861,76651.488,66948.768,61218.099,86354.208,72194.30099999999,43237.746,53910.738000000005,35657.496,36627.768,78713.316,51757.947,40933.35,68646.744,89355.987,22194.972,66402.98999999999,23468.454,50908.958999999995,79319.736,90932.67899999999,88688.925,82018.305,51242.48999999999,72194.30099999999,51181.848,9999999.0,69435.09,86839.344,17889.39,42661.647,37052.262,72831.042,85202.01,11400.696,21164.058,87779.295,44238.339,88870.851,30684.851999999995,40630.14,77045.661,22528.502999999997,64553.40899999999,93267.39600000001,42843.573000000004,30988.062,80138.40299999999,82291.194,41145.597,38234.780999999995,87294.159,60854.246999999996,54577.799999999996,100180.58399999999,75923.784,92721.61799999999,80805.465,45026.685
90295.938,37203.867,68010.003,24681.294,60642.0,91660.383,77470.155,56184.813,41145.597,58246.641,28623.023999999998,39205.053,36021.348,30139.073999999997,32443.469999999998,6276.446999999999,20739.564,27106.974,11673.585,36415.521,40296.609,53213.355,12158.721,8641.485,15706.277999999998,27106.974,32291.865,14766.327,27440.505,52091.477999999996,17798.427,90053.37,35172.36,41266.880999999994,6700.941,23650.379999999997,27622.430999999997,5184.891,34202.087999999996,19496.403,36294.237,41388.165,39568.905,22255.613999999998,38083.176,16100.451,30593.889,62552.223,14190.228,69920.226,25894.134,20557.638,24590.331,22346.577,15675.956999999999,29047.518,7216.397999999999,32686.037999999997,66493.953,9999999.0,28107.567,74589.66,42449.4,47664.612,40084.362,35627.174999999996,59702.049,49635.477,20678.922,33444.062999999995,21740.157,67646.151,36081.99,14948.252999999999,48392.316,44844.759,34535.619,90386.901,45754.388999999996,13038.029999999999,15948.846,45905.994,42995.178,20951.811,18738.377999999997,19496.403,33838.236,48756.16799999999,25196.751,18708.057,29259.765
103576.536,47846.53799999999,94783.446,24560.01,87415.443,118433.826,104243.598,69040.917,24863.219999999998,71102.745,63128.322,49817.403,70162.794,27440.505,65341.755,32564.754,19071.909,34626.582,17677.143,18980.946,66190.74299999999,66493.953,21497.589,34929.792,48968.41499999999,40175.325,42904.215,35323.965,27288.899999999998,65372.075999999994,33898.878,116826.813,45815.030999999995,23832.306,32989.248,52879.824,10672.992,28228.851000000002,44208.018,42419.079,56154.492,67312.62,22134.329999999998,48543.921,50181.255,19981.539,6064.2,89325.666,21285.341999999997,83200.82400000001,50363.181,13007.708999999999,45117.648,42873.894,35414.928,36961.299,27440.505,45996.956999999995,80320.329,28623.023999999998,9999999.0,87870.258,52667.577000000005,76954.69799999999,22649.787,18192.6,86475.492,70284.078,25560.603,61703.235,25681.887000000002,80926.749,69131.88,41236.56,71648.523,55487.43,17101.043999999998,117160.344,55639.035,25499.961,36506.484,71800.128,68919.633,41509.449,50241.897,32686.037999999997,50211.575999999994,38659.275,13371.561,45026.685,62491.581
48452.958,46573.056,40145.004,61885.161,35293.644,39447.621,45208.611,25742.529,107578.90799999998,14129.586,44602.191,44389.944,51606.342,53516.564999999995,46785.303,65917.85399999999,64462.446,70617.609,70375.041,64705.013999999996,37476.755999999994,22225.292999999998,78167.538,68282.89199999999,54971.973,92388.087,44208.018,80017.119,59398.839,19496.403,56578.986,41933.943,41812.659,67191.336,65857.212,60156.864,85262.652,71102.745,39781.151999999995,52243.083,34565.94,38568.312,69253.164,50666.391,36779.373,67555.188,88264.431,36354.879,65311.433999999994,5973.237,49817.403,78228.18,89841.12299999999,87597.369,80926.749,47331.081,71102.745,50090.291999999994,17980.353,68343.534,85747.788,9999999.0,31685.444999999996,38992.806,63370.88999999999,75741.858,28501.74,26985.69,86687.739,43177.104,87779.295,13189.634999999998,50575.428,75954.105,28350.135,53577.207,76712.13,58095.036,29502.333,79046.847,81229.95899999999,43086.141,40175.325,86232.924,59762.691,57033.80099999999,99119.34899999999,66463.632,91660.383,79713.909,43935.129
54274.59,22376.897999999997,63765.063,31442.876999999997,56427.380999999994,87445.764,73255.536,38052.855,66372.669,25590.924,38325.744,20163.465,45329.895,25530.282,40508.856,38356.065,34020.162000000004,28137.888,38992.806,36718.731,44753.795999999995,17313.291,44026.092,39296.016,30260.358,64644.371999999996,16221.734999999999,52273.403999999995,26834.085,16797.834,25560.603,85838.75099999999,17343.611999999997,39174.731999999996,36627.768,37840.608,53880.416999999994,43389.351,11764.547999999999,24256.8,25166.43,45845.352,41266.880999999994,28228.851000000002,10945.881,36172.953,56882.196,58337.60399999999,33929.199,33898.878,22285.934999999998,46845.945,62097.407999999996,59853.653999999995,53183.03399999999,19344.798,38689.596,24226.479,49332.267,40781.744999999995,54365.553,38568.312,9999999.0,49726.439999999995,35384.606999999996,47725.254,55487.43,39296.016,59095.62899999999,36900.657,60187.185000000005,31624.803,44298.981,48210.39,40660.460999999996,29381.049,48725.847,86172.282,15524.351999999999,51485.058,53455.922999999995,50363.181,47452.365,58489.208999999995,35020.755000000005,25651.566000000003,71375.63399999999,38477.348999999995,60247.827000000005,51970.194,37689.003
76378.599,55972.566,17798.427,63795.384,13674.770999999999,58064.715,43874.487,21345.984,88506.999,29259.765,27076.653,53789.45399999999,18435.167999999998,68010.003,22649.787,47270.439,66402.98999999999,65008.224,59186.592,80805.465,12643.857,31655.123999999996,59520.12299999999,49635.477,36324.558,73710.351,53607.528,61369.70399999999,58458.888,28926.233999999997,49059.378,56457.702000000005,51212.169,83291.787,47179.476,34050.483,75135.438,52425.009,44147.376,46512.414,25227.072,12734.82,85353.61499999999,32018.976,41873.301,65281.113000000005,78137.21699999999,14736.006000000001,63037.359,39053.448000000004,31139.666999999998,68100.966,71163.38699999999,68919.633,62279.333999999995,60308.469,52425.009,39265.695,32898.284999999996,49696.119,75620.57400000001,37810.287000000004,41115.276,9999999.0,79471.341,83170.503,26106.380999999998,15524.351999999999,68040.32400000001,18617.093999999997,69131.88,53728.812,17040.402,57276.369,14281.190999999999,62976.717,82048.62599999999,56791.233,31928.012999999995,60399.432,62552.223,7853.138999999999,13007.708999999999,67555.188,35020.755000000005,50757.35399999999,80441.613,82564.083,72558.15299999999,61036.172999999995,26409.591
101272.14,32898.284999999996,92448.72899999999,23013.639,85111.04699999999,116099.109,101939.20199999999,66706.2,50363.181,68798.349,63128.322,33898.878,70132.473,10521.387,65341.755,42479.721,22771.071,16919.118,30684.851999999995,4123.656,66190.74299999999,64159.236,34505.298,44844.759,45815.030999999995,57761.505,27955.962,48331.674,24984.504,48028.464,33898.878,114492.09599999999,29896.505999999998,7186.077,45754.388999999996,49726.439999999995,28046.925,41236.56,32958.926999999996,39296.016,53789.45399999999,67312.62,9247.904999999999,52091.477999999996,34262.73,32989.248,19799.613,86990.94900000001,30745.494000000002,80896.428,48877.452000000005,21618.873,58155.678,55881.602999999996,48422.637,21800.799,38689.596,45966.636,77985.612,42601.005,24226.479,85535.541,36749.051999999996,76954.69799999999,9999999.0,13341.24,84140.775,67979.682,42813.25199999999,61703.235,43268.066999999995,78592.032,69101.559,52485.651,69344.12700000001,40539.176999999996,14311.511999999999,114825.627,42419.079,38507.67,49514.19299999999,71800.128,68889.31199999999,54517.158,47088.513,32686.037999999997,67403.583,17828.748,34414.335,56245.455,62491.581
106335.747,38628.954,97512.33599999998,22892.355,90174.654,121162.716,107002.809,71800.128,44147.376,73861.95599999999,68191.92899999999,39659.868,75226.401,20860.847999999998,70405.362,39386.979,25863.813,21982.725,24469.047,8944.695,71254.34999999999,69253.164,28289.493,41721.695999999996,50908.958999999995,51545.7,33686.630999999994,42115.869,30048.111,68131.287,38992.806,119555.703,35627.174999999996,13492.845,39781.151999999995,54790.047,21831.12,35020.755000000005,38719.916999999994,44359.623,58853.061,72376.227,11127.806999999999,57155.085,39993.399,26773.443,12401.288999999999,92054.556,28107.567,85960.035,53941.058999999994,19799.613,51939.87299999999,49696.119,42206.832,28926.233999999997,34232.409,51060.564,83049.219,35445.248999999996,18010.674,90629.469,42510.041999999994,82018.305,13038.029999999999,9999999.0,89204.382,73043.289,36627.768,66797.163,37052.262,83685.96,74195.487,48058.784999999996,74407.734,46269.846,2122.47,119889.234,58398.24600000001,32291.865,43298.388,76863.735,73983.23999999999,48301.352999999996,52152.119999999995,37749.645,61187.778,29017.197,28198.530000000002,51818.589,67555.188
85050.405,67312.62,12613.536,69586.69499999999,6731.262000000001,37749.645,23559.416999999998,20557.638,104516.487,38598.633,36688.409999999996,65099.187,41115.276,72740.079,38871.522,61581.950999999994,72163.98,71557.56,81229.95899999999,83928.52799999999,33838.236,47967.822,73831.63500000001,63946.988999999994,50636.07,88021.863,64947.582,75681.216,67100.37299999999,38265.102,64280.52,36142.632,62552.223,86414.84999999999,61490.988000000005,52243.083,96117.56999999999,66736.52100000001,53001.108,63674.1,45420.858,34929.792,88476.678,46330.488,50727.033,78410.106,99119.34899999999,7549.929,76166.352,33231.816,45451.179,89083.098,85474.899,83231.14499999999,76590.846,61036.172999999995,66736.52100000001,60945.21,10218.177,64007.630999999994,96602.70599999999,27652.751999999997,52425.009,21588.552,82594.404,94965.372,9999999.0,21042.774,82351.836,32928.606,83413.071,40448.214,38932.164,71587.881,24044.553,74316.77100000001,103061.079,36476.163,40781.744999999995,74710.944,76863.735,24893.541,36536.805,81866.7,53213.355,64341.162,94753.125,85717.46699999999,102515.301,75347.685,36021.348
69040.917,46633.698000000004,25105.787999999997,51939.87299999999,17737.785,48756.16799999999,34565.94,7125.435,88143.147,19920.897,22013.046,44420.265,26439.912,53546.886,24226.479,46906.587,54547.47899999999,53152.713,58853.061,64735.335,19162.872,22285.934999999998,59156.271,49271.625,35960.706,73376.81999999999,44238.339,61005.852,44753.795999999995,19557.045,48695.526,47149.155,41873.301,67221.657,46845.945,37567.719,74771.586,52091.477999999996,36991.619999999995,39538.583999999995,18586.772999999997,20284.749,69283.485,31655.123999999996,34717.545,50090.291999999994,77773.36499999999,19648.008,47846.53799999999,27592.109999999997,30806.136,67737.114,70829.856,68586.102,61915.482,45026.685,52091.477999999996,32625.395999999997,23589.738,49332.267,75256.722,25530.282,31746.087,19344.798,63401.210999999996,82806.651,16797.834,9999999.0,67676.472,18253.242,68768.02799999999,46391.13,24256.8,56942.838,2850.174,53637.849,81715.095,47482.686,24772.256999999998,60035.58,62188.37100000001,24772.256999999998,21891.762,67221.657,38537.991,39568.905,80108.08200000001,66493.953,72224.622,60702.642,21376.305
106851.204,51121.206,84656.232,27834.678,77318.55,108336.93299999999,94146.705,72315.585,28259.172,74407.734,45299.574,53122.392,52697.897999999994,40933.35,49120.02,22952.997,23892.948,37931.570999999996,14826.969,39568.905,56973.15899999999,69768.621,9793.682999999999,23438.133,32382.827999999998,19253.835,46209.204,10612.35,30593.889,68646.744,33171.174,106699.59899999999,49089.699,44420.265,23377.490999999998,32746.68,16191.413999999999,15312.105,47482.686,36172.953,53061.75,58064.715,42691.968,38932.164,51576.021,15342.425999999998,26985.69,79198.452,24590.331,86475.492,42570.683999999994,23711.022,20557.638,14493.438,11431.017,40235.967,19496.403,45269.253,83170.503,19011.267,25287.714,91144.92599999999,55972.566,64341.162,43237.746,38780.558999999994,76348.27799999999,73558.746,9999999.0,50120.613000000005,7489.287,84201.417,52758.53999999999,23013.639,65068.866,58762.098,37689.003,107033.12999999999,58944.024000000005,5245.532999999999,14190.228,62582.544,59671.727999999996,13098.672,32777.001000000004,31958.333999999995,29290.086,51909.552,12310.326,26773.443,45936.315
60065.90099999999,42328.116,37992.212999999996,46391.13,30624.21,61642.59299999999,47452.365,18374.525999999998,71102.745,28016.604,8762.769,40114.683,15766.92,50605.749,10945.881,29866.184999999998,48998.736,47603.969999999994,41782.337999999996,63401.210999999996,11036.844,22983.318,42115.869,32231.223,18920.304,56306.097,39963.078,43935.129,41054.634,21861.441,31624.803,60035.58,37567.719,65887.533,29775.222,24317.442,57731.183999999994,35020.755000000005,30502.926,29108.16,10915.56,12128.4,67949.361,14584.400999999998,28228.851000000002,47876.859,60702.642,32534.433,45633.105,39690.189,13735.413,50666.391,53759.133,51515.37899999999,44844.759,42904.215,35020.755000000005,24954.183,36476.163,32291.865,58216.32,44359.623,27440.505,20800.206000000002,62067.08699999999,65735.928,29684.259,19526.724000000002,50636.07,9999999.0,51697.305,37416.114,14736.006000000001,39872.115,18374.525999999998,49332.267,64644.371999999996,60369.111,15524.351999999999,42995.178,45147.969,16646.229,13735.413,50150.933999999994,23680.700999999997,33353.1,63037.359,65159.82899999999,55153.899000000005,43631.919,8095.706999999999
109125.27900000001,53395.280999999995,86930.307,30108.752999999997,79592.625,110580.68699999999,96420.78,74589.66,28713.987,76651.488,47543.328,55366.146,54971.973,43207.424999999996,51363.774000000005,25227.072,26167.023,40175.325,17101.043999999998,41812.659,59216.913,72042.696,11431.017,26894.726999999995,34656.903,16919.118,48452.958,14068.944,32837.643,70920.819,35445.248999999996,108973.67399999998,51363.774000000005,46694.34,25651.566000000003,36203.274,16646.229,17586.18,49756.761,38447.028,55335.825,60338.78999999999,44966.043,41175.918,53850.096000000005,17616.500999999997,27440.505,81472.527,26834.085,88749.567,44844.759,25985.097,22285.934999999998,16161.092999999999,14372.154,42510.041999999994,21770.478,47513.007,85414.257,21285.341999999997,25742.529,93419.00099999999,58216.32,66615.237,45481.5,41054.634,78622.353,75832.821,7337.682,52394.688,9999999.0,86475.492,55032.61499999999,26470.233,67342.941,61036.172999999995,39963.078,109307.20499999999,61187.778,7489.287,17646.822,64826.297999999995,61945.803,16555.266,36203.274,34202.087999999996,26955.369000000002,51757.947,12765.141,30230.037,48210.39
38901.843,43086.141,67555.188,65038.545,60217.505999999994,51090.885,77045.661,41842.98,103243.00499999999,18283.563000000002,40235.967,40872.708,47240.118,49999.32899999999,42419.079,61581.950999999994,67646.151,66251.38500000001,66008.817,61187.778,46664.019,20800.206000000002,73801.314,63946.988999999994,50636.07,88021.863,40721.102999999996,75650.89499999999,57852.46799999999,20951.811,55032.61499999999,53607.528,38325.744,63674.1,61490.988000000005,55790.63999999999,80896.428,66736.52100000001,36263.916000000005,48756.16799999999,30199.716,47755.575,65735.928,46300.166999999994,30321.0,63188.964,83898.20700000001,62127.72899999999,60945.21,7458.965999999999,45451.179,73861.95599999999,85474.899,83231.14499999999,76560.525,43844.166000000005,66736.52100000001,45724.068,30593.889,63977.310000000005,81381.564,12128.4,28198.530000000002,54032.022,59853.653999999995,72224.622,59277.555,43086.141,82321.515,38810.88,83413.071,9999999.0,46209.204,71587.881,44450.585999999996,50090.291999999994,73194.894,89962.407,25136.108999999997,74680.62299999999,76863.735,52273.403999999995,49362.588,81866.7,55396.467,52667.577000000005,94753.125,62946.396,87294.159,75347.685,39568.905
73498.10399999999,55729.99799999999,43965.45,55487.43,36627.768,67615.83,53455.922999999995,30927.42,80168.724,41418.486,11825.189999999999,53546.886,7458.965999999999,59702.049,10763.955,38932.164,58064.715,56669.949,50878.638,72497.511,7398.324,36385.2,51181.848,35414.928,27986.283,53728.812,53364.96,41388.165,50120.613000000005,35263.323000000004,40721.102999999996,66008.817,50969.600999999995,74983.833,38871.522,21618.873,66797.163,44117.055,43935.129,38174.138999999996,24317.442,6155.163,77045.661,23680.700999999997,41630.733,56973.15899999999,69798.942,38507.67,54699.083999999995,53092.071,22831.713,59762.691,51181.848,48938.094,42297.795,52000.51499999999,44117.055,35051.076,42479.721,41357.844,67282.299,57761.505,40872.708,17070.722999999998,71163.38699999999,74832.228,35657.496,25621.244999999995,59702.049,10278.819,55366.146,50817.99600000001,9999999.0,35263.323000000004,24378.083999999995,62734.149000000005,73740.67199999999,66342.348,28926.233999999997,52061.15700000001,42570.683999999994,12916.746,12643.857,47573.649,22589.145,42419.079,60460.074,74256.12899999999,64219.878,39023.12699999999,11158.128
97451.694,44602.191,75135.438,39932.757,67767.435,98785.81799999998,84595.59,63370.88999999999,51303.132000000005,65432.71799999999,35748.458999999995,46573.056,37264.509,44147.376,33625.989,13674.770999999999,35869.743,41115.276,26773.443,51515.37899999999,47422.044,60369.111,27106.974,9126.621,19314.477,20982.131999999998,39659.868,14008.302,34565.94,59216.913,25166.43,97178.805,42540.363,56397.060000000005,14068.944,18374.525999999998,42722.289,17161.686,41570.091,26864.406,43419.672,48513.6,54668.763,29381.049,40933.35,31200.308999999997,45693.747,69677.658,29290.086,77075.982,33049.89,35657.496,18495.809999999998,17616.500999999997,14917.931999999999,36415.521,19678.329,40054.041000000005,73619.388,17282.97,43207.424999999996,81715.095,45299.574,48786.489,55184.219999999994,50727.033,66827.484,56760.912,24923.862,40599.819,27986.283,74801.907,37325.151,9999999.0,55548.072,52212.761999999995,49635.477,97512.33599999998,49969.008,23559.416999999998,11582.622,44632.512,44389.944,20193.786,18374.525999999998,26864.406,27774.036,58701.456,35354.286,3759.804,36385.2
64401.804,44177.697,31351.913999999997,49696.119,23983.911,55002.294,40812.066,9217.583999999999,87870.258,17464.896,22013.046,41994.585,26409.591,53910.738000000005,24196.158,44208.018,52303.725,50878.638,56154.492,66706.2,18647.415,19860.254999999997,56457.702000000005,46573.056,33262.137,70647.93,41812.659,58307.283,42510.041999999994,17131.365,39690.189,53395.280999999995,39417.299999999996,69192.522,44147.376,37567.719,65554.00200000001,49392.90899999999,32352.506999999998,37264.509,16343.018999999998,19738.970999999998,71254.34999999999,28956.555,30078.432,47846.53799999999,68555.781,25894.134,45602.784,27228.258,28107.567,58519.53,68131.287,65887.533,59216.913,44541.549,49362.588,30381.641999999996,29835.863999999998,46633.698000000004,66039.138,26015.417999999998,29290.086,17282.97,65372.075999999994,73589.067,23043.96,2728.89,64977.903,15069.536999999998,66069.459,41752.017,23741.343,54244.269,9999999.0,51181.848,72467.18999999999,53728.812,20133.144,57337.011,59489.802,24256.8,21345.984,64492.767,38052.855,37294.83,77379.192,68464.818,71921.412,58004.073,21345.984
